datetime,power_kW
2023-01-04 07:00:00+00:00,295.6966107180562
2023-01-04 08:00:00+00:00,432.2905937764298
2023-01-04 09:00:00+00:00,452.6717599568661
2023-01-04 10:00:00+00:00,475.4829731561514
2023-01-04 11:00:00+00:00,483.3796128690746
2023-01-04 12:00:00+00:00,465.6228400686921
2023-01-04 13:00:00+00:00,421.31744507841654
2023-01-04 14:00:00+00:00,460.67344637767104
2023-01-04 15:00:00+00:00,421.52849318225475
2023-01-04 16:00:00+00:00,451.447555661519
2023-01-04 17:00:00+00:00,460.30299444213233
2023-01-04 18:00:00+00:00,225.1292217892373
2023-01-04 19:00:00+00:00,156.4968384775573
2023-01-04 20:00:00+00:00,180.8759303519197
2023-01-04 21:00:00+00:00,226.21948165589916
2023-01-04 22:00:00+00:00,218.20770613030228
2023-01-04 23:00:00+00:00,198.82847749338902
2023-01-05 00:00:00+00:00,91.00729805228892
2023-01-05 01:00:00+00:00,113.03607224850465
2023-01-05 02:00:00+00:00,163.0166128803992
2023-01-05 03:00:00+00:00,106.62710787002153
2023-01-05 04:00:00+00:00,109.62922983410955
2023-01-05 05:00:00+00:00,100.72344610657802
2023-01-05 06:00:00+00:00,256.89045234567243
2023-01-05 07:00:00+00:00,230.14207602980798
2023-01-05 08:00:00+00:00,478.7625078704661
2023-01-05 09:00:00+00:00,455.03629723210736
2023-01-05 10:00:00+00:00,440.40834970087866
2023-01-05 11:00:00+00:00,442.38611448620844
2023-01-05 12:00:00+00:00,426.5432593913928
2023-01-05 13:00:00+00:00,421.529268704416
2023-01-05 14:00:00+00:00,477.9258689095333
2023-01-05 15:00:00+00:00,496.97444434906
2023-01-05 16:00:00+00:00,428.9899296580194
2023-01-05 17:00:00+00:00,466.7595479794477
2023-01-05 18:00:00+00:00,197.15069034320743
2023-01-05 19:00:00+00:00,201.6131683268256
2023-01-05 20:00:00+00:00,145.55066265626118
2023-01-05 21:00:00+00:00,246.8381840969892
2023-01-05 22:00:00+00:00,189.82728364495216
2023-01-05 23:00:00+00:00,192.71875986484721
2023-01-06 00:00:00+00:00,78.29654534109916
2023-01-06 01:00:00+00:00,129.0733323479687
2023-01-06 02:00:00+00:00,127.39006812489004
2023-01-06 03:00:00+00:00,43.042114216600474
2023-01-06 04:00:00+00:00,93.11234810540859
2023-01-06 05:00:00+00:00,62.75378439919499
2023-01-06 06:00:00+00:00,257.1862175771864
2023-01-06 07:00:00+00:00,261.0197519619927
2023-01-06 08:00:00+00:00,442.50348358040617
2023-01-06 09:00:00+00:00,456.28391402476547
2023-01-06 10:00:00+00:00,453.38752666408277
2023-01-06 11:00:00+00:00,445.4768945639514
2023-01-06 12:00:00+00:00,467.72201938037927
2023-01-06 13:00:00+00:00,437.56077728504033
2023-01-06 14:00:00+00:00,503.2894689540758
2023-01-06 15:00:00+00:00,430.60968329928465
2023-01-06 16:00:00+00:00,451.6496850397802
2023-01-06 17:00:00+00:00,485.8327418014695
2023-01-06 18:00:00+00:00,186.8041821947934
2023-01-06 19:00:00+00:00,205.0739776403935
2023-01-06 20:00:00+00:00,195.74577171236453
2023-01-06 21:00:00+00:00,192.53463432754265
2023-01-06 22:00:00+00:00,215.48349319682097
2023-01-06 23:00:00+00:00,199.10571344769815
2023-01-07 00:00:00+00:00,50.68569707483273
2023-01-07 01:00:00+00:00,51.67473809452079
2023-01-07 02:00:00+00:00,64.08995503051376
2023-01-07 03:00:00+00:00,78.71940931971073
2023-01-07 04:00:00+00:00,66.53733724617406
2023-01-07 05:00:00+00:00,45.49774391866081
2023-01-07 06:00:00+00:00,112.64277408028838
2023-01-07 07:00:00+00:00,141.505977983847
2023-01-07 08:00:00+00:00,278.1428108919213
2023-01-07 09:00:00+00:00,255.15037478226554
2023-01-07 10:00:00+00:00,280.2800003682176
2023-01-07 11:00:00+00:00,289.7105090785422
2023-01-07 12:00:00+00:00,267.9943490268729
2023-01-07 13:00:00+00:00,336.2596948322224
2023-01-07 14:00:00+00:00,291.60397137562836
2023-01-07 15:00:00+00:00,219.0642107399261
2023-01-07 16:00:00+00:00,273.4060936042861
2023-01-07 17:00:00+00:00,284.605058710987
2023-01-07 18:00:00+00:00,134.54291431729135
2023-01-07 19:00:00+00:00,100.40720213958562
2023-01-07 20:00:00+00:00,122.09503002895971
2023-01-07 21:00:00+00:00,108.75931439651046
2023-01-07 22:00:00+00:00,128.99597110462093
2023-01-07 23:00:00+00:00,110.68082612152244
2023-01-08 00:00:00+00:00,25.707661223231913
2023-01-08 01:00:00+00:00,42.40649331729695
2023-01-08 02:00:00+00:00,17.031563563158844
2023-01-08 03:00:00+00:00,48.162407522354805
2023-01-08 04:00:00+00:00,78.728510431737
2023-01-08 05:00:00+00:00,66.30685877772439
2023-01-08 06:00:00+00:00,110.27829056720239
2023-01-08 07:00:00+00:00,164.96873059621595
2023-01-08 08:00:00+00:00,280.1682263920073
2023-01-08 09:00:00+00:00,331.15411652740636
2023-01-08 10:00:00+00:00,253.22691412749026
2023-01-08 11:00:00+00:00,263.3389244845387
2023-01-08 12:00:00+00:00,278.18704845939135
2023-01-08 13:00:00+00:00,252.33920567462897
2023-01-08 14:00:00+00:00,221.29337001823717
2023-01-08 15:00:00+00:00,269.0561747571881
2023-01-08 16:00:00+00:00,226.70563420211843
2023-01-08 17:00:00+00:00,269.6527800900906
2023-01-08 18:00:00+00:00,120.34992981112485
2023-01-08 19:00:00+00:00,81.83512659489575
2023-01-08 20:00:00+00:00,119.49792754708616
2023-01-08 21:00:00+00:00,121.50483285379512
2023-01-08 22:00:00+00:00,189.31771363640436
2023-01-08 23:00:00+00:00,100.25497493144425
2023-01-09 00:00:00+00:00,35.94745637963154
2023-01-09 01:00:00+00:00,113.07100720702786
2023-01-09 02:00:00+00:00,112.15969737834274
2023-01-09 03:00:00+00:00,76.61441726013216
2023-01-09 04:00:00+00:00,52.6303088359681
2023-01-09 05:00:00+00:00,115.99881344735374
2023-01-09 06:00:00+00:00,241.54740369572554
2023-01-09 07:00:00+00:00,246.42797944109975
2023-01-09 08:00:00+00:00,459.08325424431166
2023-01-09 09:00:00+00:00,438.9216625425547
2023-01-09 10:00:00+00:00,429.1638827681115
2023-01-09 11:00:00+00:00,452.031753523184
2023-01-09 12:00:00+00:00,405.66855328886396
2023-01-09 13:00:00+00:00,449.6236869026874
2023-01-09 14:00:00+00:00,422.2681721581018
2023-01-09 15:00:00+00:00,404.96583750981836
2023-01-09 16:00:00+00:00,434.66010623741636
2023-01-09 17:00:00+00:00,433.51759008089147
2023-01-09 18:00:00+00:00,221.5295642565904
2023-01-09 19:00:00+00:00,203.84370045151505
2023-01-09 20:00:00+00:00,179.16501088889368
2023-01-09 21:00:00+00:00,192.3349116618349
2023-01-09 22:00:00+00:00,234.52244061242214
2023-01-09 23:00:00+00:00,160.79218669313823
2023-01-10 00:00:00+00:00,87.1087392130186
2023-01-10 01:00:00+00:00,94.49630642381169
2023-01-10 02:00:00+00:00,126.86083119359837
2023-01-10 03:00:00+00:00,90.1869093774972
2023-01-10 04:00:00+00:00,66.73504900654925
2023-01-10 05:00:00+00:00,85.53408952641414
2023-01-10 06:00:00+00:00,184.86457227974535
2023-01-10 07:00:00+00:00,242.45477573771768
2023-01-10 08:00:00+00:00,451.65507541657684
2023-01-10 09:00:00+00:00,469.6842597879691
2023-01-10 10:00:00+00:00,460.4152470713149
2023-01-10 11:00:00+00:00,473.2225550431253
2023-01-10 12:00:00+00:00,463.0571771736472
2023-01-10 13:00:00+00:00,459.33568269225356
2023-01-10 14:00:00+00:00,451.00120029835705
2023-01-10 15:00:00+00:00,493.77611351093617
2023-01-10 16:00:00+00:00,469.52761459638083
2023-01-10 17:00:00+00:00,458.8696431521584
2023-01-10 18:00:00+00:00,193.57262960830255
2023-01-10 19:00:00+00:00,207.79430208853844
2023-01-10 20:00:00+00:00,215.9525149498496
2023-01-10 21:00:00+00:00,148.0438441130911
2023-01-10 22:00:00+00:00,231.11462380072845
2023-01-10 23:00:00+00:00,226.23863410550055
2023-01-11 00:00:00+00:00,115.01761467964214
2023-01-11 01:00:00+00:00,57.54313623808974
2023-01-11 02:00:00+00:00,126.70755578478268
2023-01-11 03:00:00+00:00,93.11522186240661
2023-01-11 04:00:00+00:00,103.79870737920344
2023-01-11 05:00:00+00:00,99.43528680299762
2023-01-11 06:00:00+00:00,219.24201841241833
2023-01-11 07:00:00+00:00,247.60675530975942
2023-01-11 08:00:00+00:00,448.6560099337912
2023-01-11 09:00:00+00:00,458.6837505867683
2023-01-11 10:00:00+00:00,429.8262045540666
2023-01-11 11:00:00+00:00,509.8440299229592
2023-01-11 12:00:00+00:00,465.66972991031594
2023-01-11 13:00:00+00:00,454.1908720352012
2023-01-11 14:00:00+00:00,485.1609380543663
2023-01-11 15:00:00+00:00,426.3065445215812
2023-01-11 16:00:00+00:00,447.7666929687079
2023-01-11 17:00:00+00:00,474.2637959936039
2023-01-11 18:00:00+00:00,178.9236052003742
2023-01-11 19:00:00+00:00,150.67698442704463
2023-01-11 20:00:00+00:00,255.43141708611395
2023-01-11 21:00:00+00:00,221.91044465670603
2023-01-11 22:00:00+00:00,199.48257994796865
2023-01-11 23:00:00+00:00,190.39527415347825
2023-01-12 00:00:00+00:00,113.59576038660654
2023-01-12 01:00:00+00:00,97.27561427666357
2023-01-12 02:00:00+00:00,141.55083661635777
2023-01-12 03:00:00+00:00,42.30751901114441
2023-01-12 04:00:00+00:00,72.81602131748832
2023-01-12 05:00:00+00:00,100.43765111309148
2023-01-12 06:00:00+00:00,266.19180919263084
2023-01-12 07:00:00+00:00,218.13594131080612
2023-01-12 08:00:00+00:00,445.5300780260483
2023-01-12 09:00:00+00:00,404.4366520545603
2023-01-12 10:00:00+00:00,472.91236436813824
2023-01-12 11:00:00+00:00,470.076211756236
2023-01-12 12:00:00+00:00,472.74281716790694
2023-01-12 13:00:00+00:00,445.4805045777966
2023-01-12 14:00:00+00:00,466.5350004975225
2023-01-12 15:00:00+00:00,421.04088719446236
2023-01-12 16:00:00+00:00,457.88979373771474
2023-01-12 17:00:00+00:00,476.1084634551719
2023-01-12 18:00:00+00:00,201.78852391864996
2023-01-12 19:00:00+00:00,223.36174419657345
2023-01-12 20:00:00+00:00,185.51730620443968
2023-01-12 21:00:00+00:00,190.20744812710188
2023-01-12 22:00:00+00:00,208.04835226170096
2023-01-12 23:00:00+00:00,209.66121460887283
2023-01-13 00:00:00+00:00,118.34330103204721
2023-01-13 01:00:00+00:00,113.32092031575091
2023-01-13 02:00:00+00:00,88.81007250625895
2023-01-13 03:00:00+00:00,62.16659760447015
2023-01-13 04:00:00+00:00,86.3192496400231
2023-01-13 05:00:00+00:00,28.846235693846992
2023-01-13 06:00:00+00:00,197.3720643858235
2023-01-13 07:00:00+00:00,291.3032185598026
2023-01-13 08:00:00+00:00,495.88844975540246
2023-01-13 09:00:00+00:00,457.9314420153406
2023-01-13 10:00:00+00:00,487.1679457051205
2023-01-13 11:00:00+00:00,453.29172714707266
2023-01-13 12:00:00+00:00,457.02534349985365
2023-01-13 13:00:00+00:00,464.35831338447747
2023-01-13 14:00:00+00:00,447.1677366739812
2023-01-13 15:00:00+00:00,488.2159649032235
2023-01-13 16:00:00+00:00,425.721775944073
2023-01-13 17:00:00+00:00,470.4517214016805
2023-01-13 18:00:00+00:00,235.20435439703274
2023-01-13 19:00:00+00:00,215.34562974930947
2023-01-13 20:00:00+00:00,190.88910740963598
2023-01-13 21:00:00+00:00,187.62340825567293
2023-01-13 22:00:00+00:00,172.47048443786062
2023-01-13 23:00:00+00:00,202.37290736322143
2023-01-14 00:00:00+00:00,49.308362315976055
2023-01-14 01:00:00+00:00,105.71875383036452
2023-01-14 02:00:00+00:00,71.16112224246804
2023-01-14 03:00:00+00:00,44.44874296475327
2023-01-14 04:00:00+00:00,67.98503922236662
2023-01-14 05:00:00+00:00,62.77679600617467
2023-01-14 06:00:00+00:00,144.65945276325516
2023-01-14 07:00:00+00:00,118.59636698178403
2023-01-14 08:00:00+00:00,296.6332723503866
2023-01-14 09:00:00+00:00,272.8959766181384
2023-01-14 10:00:00+00:00,255.66434549538357
2023-01-14 11:00:00+00:00,285.6446737311685
2023-01-14 12:00:00+00:00,332.1499198953563
2023-01-14 13:00:00+00:00,294.3296310811186
2023-01-14 14:00:00+00:00,291.6186473206199
2023-01-14 15:00:00+00:00,310.214914736252
2023-01-14 16:00:00+00:00,263.9393517391868
2023-01-14 17:00:00+00:00,277.2389804372058
2023-01-14 18:00:00+00:00,150.8236681955184
2023-01-14 19:00:00+00:00,114.41651472992201
2023-01-14 20:00:00+00:00,105.33227319837336
2023-01-14 21:00:00+00:00,147.71787157239842
2023-01-14 22:00:00+00:00,124.634513373422
2023-01-14 23:00:00+00:00,95.73070279080109
2023-01-15 00:00:00+00:00,68.00245404674364
2023-01-15 01:00:00+00:00,50.91436994789169
2023-01-15 02:00:00+00:00,60.10607244233047
2023-01-15 03:00:00+00:00,50.42024770655108
2023-01-15 04:00:00+00:00,64.2908011506108
2023-01-15 05:00:00+00:00,37.60012260750804
2023-01-15 06:00:00+00:00,136.5537499590371
2023-01-15 07:00:00+00:00,209.98606485008625
2023-01-15 08:00:00+00:00,274.72131417885134
2023-01-15 09:00:00+00:00,290.09942968131776
2023-01-15 10:00:00+00:00,301.87897683920386
2023-01-15 11:00:00+00:00,282.86277257104774
2023-01-15 12:00:00+00:00,273.37952591589345
2023-01-15 13:00:00+00:00,261.05073981632887
2023-01-15 14:00:00+00:00,276.99269358338216
2023-01-15 15:00:00+00:00,319.7029490762571
2023-01-15 16:00:00+00:00,314.76268741021715
2023-01-15 17:00:00+00:00,270.93201338437035
2023-01-15 18:00:00+00:00,93.8607593449955
2023-01-15 19:00:00+00:00,102.57284975057242
2023-01-15 20:00:00+00:00,108.12185472481812
2023-01-15 21:00:00+00:00,155.15210010020718
2023-01-15 22:00:00+00:00,152.3867053960035
2023-01-15 23:00:00+00:00,111.63674882841363
2023-01-16 00:00:00+00:00,109.03244679912405
2023-01-16 01:00:00+00:00,100.14668525019725
2023-01-16 02:00:00+00:00,110.28722384388028
2023-01-16 03:00:00+00:00,74.5684636469165
2023-01-16 04:00:00+00:00,73.84651596867678
2023-01-16 05:00:00+00:00,103.08890759831063
2023-01-16 06:00:00+00:00,251.30460997662425
2023-01-16 07:00:00+00:00,251.70117223471632
2023-01-16 08:00:00+00:00,440.63939192949107
2023-01-16 09:00:00+00:00,445.54675787797913
2023-01-16 10:00:00+00:00,449.389636713078
2023-01-16 11:00:00+00:00,473.2655781418572
2023-01-16 12:00:00+00:00,473.48033615369906
2023-01-16 13:00:00+00:00,405.2361745653984
2023-01-16 14:00:00+00:00,462.4028638909179
2023-01-16 15:00:00+00:00,435.2572961125939
2023-01-16 16:00:00+00:00,451.2871901045987
2023-01-16 17:00:00+00:00,475.6265592754024
2023-01-16 18:00:00+00:00,201.66564487966625
2023-01-16 19:00:00+00:00,202.21806823312062
2023-01-16 20:00:00+00:00,180.1511455048468
2023-01-16 21:00:00+00:00,189.67535510722738
2023-01-16 22:00:00+00:00,170.9049714943217
2023-01-16 23:00:00+00:00,223.44957075665272
2023-01-17 00:00:00+00:00,107.44642128796774
2023-01-17 01:00:00+00:00,90.02293983600097
2023-01-17 02:00:00+00:00,116.38556418919048
2023-01-17 03:00:00+00:00,112.96418068542259
2023-01-17 04:00:00+00:00,49.042272337273296
2023-01-17 05:00:00+00:00,54.657482640517145
2023-01-17 06:00:00+00:00,249.42273889002144
2023-01-17 07:00:00+00:00,241.12825669880155
2023-01-17 08:00:00+00:00,447.41305332068777
2023-01-17 09:00:00+00:00,420.37336906731616
2023-01-17 10:00:00+00:00,440.6439307249455
2023-01-17 11:00:00+00:00,501.0757756801828
2023-01-17 12:00:00+00:00,457.544187068193
2023-01-17 13:00:00+00:00,437.77540819971495
2023-01-17 14:00:00+00:00,448.1336176518471
2023-01-17 15:00:00+00:00,446.74057183782304
2023-01-17 16:00:00+00:00,406.8511198935828
2023-01-17 17:00:00+00:00,451.3254278801207
2023-01-17 18:00:00+00:00,216.54332175999818
2023-01-17 19:00:00+00:00,183.30956015163835
2023-01-17 20:00:00+00:00,170.24031703420653
2023-01-17 21:00:00+00:00,242.46810943294824
2023-01-17 22:00:00+00:00,228.5446363125576
2023-01-17 23:00:00+00:00,212.53029033648474
2023-01-18 00:00:00+00:00,43.9733909498207
2023-01-18 01:00:00+00:00,87.96274503898994
2023-01-18 02:00:00+00:00,56.77886944992469
2023-01-18 03:00:00+00:00,83.24342964188172
2023-01-18 04:00:00+00:00,112.18758177989302
2023-01-18 05:00:00+00:00,74.35370518964172
2023-01-18 06:00:00+00:00,291.05265830296014
2023-01-18 07:00:00+00:00,260.8393608943957
2023-01-18 08:00:00+00:00,469.58351258971305
2023-01-18 09:00:00+00:00,441.2040394263735
2023-01-18 10:00:00+00:00,458.00576348833334
2023-01-18 11:00:00+00:00,437.3863640964076
2023-01-18 12:00:00+00:00,462.276874975223
2023-01-18 13:00:00+00:00,462.0884361783256
2023-01-18 14:00:00+00:00,467.4981051923003
2023-01-18 15:00:00+00:00,477.8446161519962
2023-01-18 16:00:00+00:00,440.81729630188454
2023-01-18 17:00:00+00:00,492.30100907462617
2023-01-18 18:00:00+00:00,199.84161520145813
2023-01-18 19:00:00+00:00,205.71057890549446
2023-01-18 20:00:00+00:00,210.63582863724048
2023-01-18 21:00:00+00:00,210.40071768338674
2023-01-18 22:00:00+00:00,213.48371655880587
2023-01-18 23:00:00+00:00,202.26326157913542
2023-01-19 00:00:00+00:00,98.97198508813555
2023-01-19 01:00:00+00:00,50.610371723400675
2023-01-19 02:00:00+00:00,103.52364901290761
2023-01-19 03:00:00+00:00,147.65450003595103
2023-01-19 04:00:00+00:00,110.16798014192545
2023-01-19 05:00:00+00:00,109.93431082304049
2023-01-19 06:00:00+00:00,238.59306909788796
2023-01-19 07:00:00+00:00,258.2078476308436
2023-01-19 08:00:00+00:00,472.4425386932015
2023-01-19 09:00:00+00:00,464.75429728526024
2023-01-19 10:00:00+00:00,425.4763153921285
2023-01-19 11:00:00+00:00,423.5644483942216
2023-01-19 12:00:00+00:00,474.8724614765283
2023-01-19 13:00:00+00:00,450.5693884979847
2023-01-19 14:00:00+00:00,456.9591260291299
2023-01-19 15:00:00+00:00,429.32044857841146
2023-01-19 16:00:00+00:00,434.29452133574387
2023-01-19 17:00:00+00:00,400.8028851608025
2023-01-19 18:00:00+00:00,161.48132485070843
2023-01-19 19:00:00+00:00,156.24487915866158
2023-01-19 20:00:00+00:00,220.60592051558714
2023-01-19 21:00:00+00:00,220.360500975267
2023-01-19 22:00:00+00:00,235.94057339023794
2023-01-19 23:00:00+00:00,203.12046918210228
2023-01-20 00:00:00+00:00,105.35075668918596
2023-01-20 01:00:00+00:00,53.0125196127837
2023-01-20 02:00:00+00:00,148.65897473624307
2023-01-20 03:00:00+00:00,62.02329100656518
2023-01-20 04:00:00+00:00,107.85478195942494
2023-01-20 05:00:00+00:00,102.13855800793594
2023-01-20 06:00:00+00:00,286.71683411557115
2023-01-20 07:00:00+00:00,232.42241845668647
2023-01-20 08:00:00+00:00,430.5897482868412
2023-01-20 09:00:00+00:00,463.34123439401526
2023-01-20 10:00:00+00:00,478.8249689044218
2023-01-20 11:00:00+00:00,441.583857562724
2023-01-20 12:00:00+00:00,463.21500520862963
2023-01-20 13:00:00+00:00,484.9306658477632
2023-01-20 14:00:00+00:00,428.43142527030824
2023-01-20 15:00:00+00:00,427.8076776905493
2023-01-20 16:00:00+00:00,462.7090064326965
2023-01-20 17:00:00+00:00,498.3786062873608
2023-01-20 18:00:00+00:00,224.68864426087143
2023-01-20 19:00:00+00:00,227.55961219933656
2023-01-20 20:00:00+00:00,197.35337462570138
2023-01-20 21:00:00+00:00,190.65725355541485
2023-01-20 22:00:00+00:00,194.96571281861637
2023-01-20 23:00:00+00:00,232.57396301504514
2023-01-21 00:00:00+00:00,41.33230795043319
2023-01-21 01:00:00+00:00,131.12363131029863
2023-01-21 02:00:00+00:00,83.0128399495032
2023-01-21 03:00:00+00:00,100.8710765073373
2023-01-21 04:00:00+00:00,34.19931558954104
2023-01-21 05:00:00+00:00,30.421816138505086
2023-01-21 06:00:00+00:00,146.91009496510313
2023-01-21 07:00:00+00:00,111.25593710783016
2023-01-21 08:00:00+00:00,259.65977448133606
2023-01-21 09:00:00+00:00,282.6165438938656
2023-01-21 10:00:00+00:00,273.5232156117156
2023-01-21 11:00:00+00:00,307.6672755560537
2023-01-21 12:00:00+00:00,265.3693329459063
2023-01-21 13:00:00+00:00,245.69354195340912
2023-01-21 14:00:00+00:00,317.0248348330518
2023-01-21 15:00:00+00:00,293.3230245402769
2023-01-21 16:00:00+00:00,246.2825830108955
2023-01-21 17:00:00+00:00,272.5378348084473
2023-01-21 18:00:00+00:00,111.95774623025744
2023-01-21 19:00:00+00:00,118.79342579814289
2023-01-21 20:00:00+00:00,139.01918067299601
2023-01-21 21:00:00+00:00,104.24994288915784
2023-01-21 22:00:00+00:00,140.0013902424548
2023-01-21 23:00:00+00:00,126.87566927187206
2023-01-22 00:00:00+00:00,48.30095812359606
2023-01-22 01:00:00+00:00,37.566630686119396
2023-01-22 02:00:00+00:00,100.94497367143751
2023-01-22 03:00:00+00:00,61.942674603816656
2023-01-22 04:00:00+00:00,44.98902450118656
2023-01-22 05:00:00+00:00,73.92787014159356
2023-01-22 06:00:00+00:00,167.65497081998285
2023-01-22 07:00:00+00:00,154.51954559765653
2023-01-22 08:00:00+00:00,271.3379214532009
2023-01-22 09:00:00+00:00,215.16883412295067
2023-01-22 10:00:00+00:00,267.5733166116215
2023-01-22 11:00:00+00:00,265.07364527964546
2023-01-22 12:00:00+00:00,245.3674813927313
2023-01-22 13:00:00+00:00,253.5717090437798
2023-01-22 14:00:00+00:00,286.8465278384943
2023-01-22 15:00:00+00:00,277.43747988696447
2023-01-22 16:00:00+00:00,289.8389065938145
2023-01-22 17:00:00+00:00,258.48804602090064
2023-01-22 18:00:00+00:00,155.1472943968579
2023-01-22 19:00:00+00:00,143.34823166116695
2023-01-22 20:00:00+00:00,85.72721875797403
2023-01-22 21:00:00+00:00,148.4881967990782
2023-01-22 22:00:00+00:00,88.47394391695694
2023-01-22 23:00:00+00:00,130.87706763411907
2023-01-23 00:00:00+00:00,85.11896200148051
2023-01-23 01:00:00+00:00,105.11813405119513
2023-01-23 02:00:00+00:00,98.98083153186656
2023-01-23 03:00:00+00:00,103.20915962842292
2023-01-23 04:00:00+00:00,124.34815724600911
2023-01-23 05:00:00+00:00,113.49449675132702
2023-01-23 06:00:00+00:00,242.97595837752615
2023-01-23 07:00:00+00:00,224.09579847457346
2023-01-23 08:00:00+00:00,430.90437012599585
2023-01-23 09:00:00+00:00,420.79378373699456
2023-01-23 10:00:00+00:00,433.1288413236015
2023-01-23 11:00:00+00:00,441.76422436886577
2023-01-23 12:00:00+00:00,462.77812101080576
2023-01-23 13:00:00+00:00,444.52882406721454
2023-01-23 14:00:00+00:00,463.59730718652446
2023-01-23 15:00:00+00:00,424.08466615188945
2023-01-23 16:00:00+00:00,420.1203882524152
2023-01-23 17:00:00+00:00,436.2485016116949
2023-01-23 18:00:00+00:00,204.55432664433482
2023-01-23 19:00:00+00:00,191.8131610730229
2023-01-23 20:00:00+00:00,181.35181689816005
2023-01-23 21:00:00+00:00,200.02247893911834
2023-01-23 22:00:00+00:00,191.62217181657402
2023-01-23 23:00:00+00:00,166.90823666536113
2023-01-24 00:00:00+00:00,77.55729662351007
2023-01-24 01:00:00+00:00,122.78730379125969
2023-01-24 02:00:00+00:00,95.48790978953468
2023-01-24 03:00:00+00:00,83.22905404709243
2023-01-24 04:00:00+00:00,49.046666252878154
2023-01-24 05:00:00+00:00,64.35645035837811
2023-01-24 06:00:00+00:00,228.61899409217452
2023-01-24 07:00:00+00:00,235.16172335678613
